TripType,VisitNumber,Weekday,Upc,ScanCount,DepartmentDescription,FinelineNumber
3,63575,1,60538812236,1,FINANCIAL SERVICES,278
5,189922,7,7800009240,1,DSD GROCERY,9211
37,152423,1,4889,1,PRODUCE,7907
38,96862,6,7047047639,1,DAIRY,1436
37,59893,7,4087,1,PRODUCE,7803
37,125529,4,4050,1,PRODUCE,6501
38,71143,2,3663203646,1,DAIRY,1443
37,105684,7,7617180393,1,IMPULSE MERCHANDISE,337
37,151700,1,7874237146,1,GROCERY DRY GOODS,3818
38,40201,4,7874237465,1,FROZEN FOODS,1851
36,60867,7,30521179304,1,BEAUTY,4501
37,58481,7,4086,1,PRODUCE,8001
38,175806,5,7680800559,1,GROCERY DRY GOODS,3902
38,98204,6,4240014864,1,GROCERY DRY GOODS,3630
5,128955,4,7172053046,1,"CANDY, TOBACCO, COOKIES",521
37,78676,3,4140900005,2,PRODUCE,5630
5,70299,2,7906800576,1,BEAUTY,4010
37,111169,1,3338340010,1,PRODUCE,6201
37,149714,7,7874235201,1,DAIRY,1515
38,84350,4,5000042044,-1,PETS AND SUPPLIES,1946
38,149990,1,4011,1,PRODUCE,5501
36,189039,7,38137005176,1,PERSONAL CARE,3020
38,174328,5,3800039103,1,GROCERY DRY GOODS,3600
37,112294,1,4190007638,1,DAIRY,1514
5,34903,3,6.96E+11,1,OFFICE SUPPLIES,3920
36,185877,7,3500076379,1,PERSONAL CARE,203
37,181433,6,4470007057,1,PRE PACKED DELI,7535
3,145963,7,60538812237,1,FINANCIAL SERVICES,277
5,130429,4,81832601142,1,HOME DECOR,2518
37,90801,5,3082,1,PRODUCE,8400
36,115029,2,3400000808,1,IMPULSE MERCHANDISE,145
38,158240,2,2840020059,1,DSD GROCERY,9251
5,113346,2,68113107412,1,PHARMACY OTC,403
37,9668,6,3338353010,1,PRODUCE,4110
5,102290,7,3114626257,-1,GROCERY DRY GOODS,2257
37,68002,1,4135,1,PRODUCE,1214
37,154502,1,7143001155,1,PRODUCE,3450
5,118789,2,3600012776,1,PHARMACY OTC,5520
38,64852,1,1600048366,1,GROCERY DRY GOODS,3559
37,4841,5,3729794447,1,GROCERY DRY GOODS,2707
36,60960,7,7124993801,1,BEAUTY,4501
3,61647,7,68113163353,1,FINANCIAL SERVICES,277
36,65777,1,2240065217,1,PERSONAL CARE,5044
37,8332,6,78035378403,1,PRODUCE,3601
36,65987,1,7457040605,2,FROZEN FOODS,1853
37,14851,7,7229000452,1,PRE PACKED DELI,7304
37,40722,4,2471930952,1,HORTICULTURE AND ACCESS,8625
38,183732,6,8390000629,1,DAIRY,1405
36,177024,5,4000026579,1,"CANDY, TOBACCO, COOKIES",35
37,18275,7,7096900009,1,PRODUCE,4066
37,171544,4,4900004573,1,DSD GROCERY,4611
36,68967,1,7418228350,1,PERSONAL CARE,3159
37,168394,4,2840044089,1,DSD GROCERY,3658
38,137280,6,3700021854,1,PERSONAL CARE,3119
5,92433,5,68113106837,1,PHARMACY OTC,3516
38,132429,5,22628200000,1,SERVICE DELI,8013
38,13893,7,25047000000,1,BAKERY,5024
37,74977,2,3800012847,1,GROCERY DRY GOODS,3600
38,62217,7,2840019914,1,DSD GROCERY,9251
37,65756,1,5527095359,1,GROCERY DRY GOODS,3030
36,101165,7,5200020807,1,DSD GROCERY,4607
37,32943,3,7940002645,1,BEAUTY,4010
37,86051,4,7874207704,1,HOUSEHOLD PAPER GOODS,6640
36,93497,6,68113118405,1,BEAUTY,6080
37,109432,1,73643680900,1,SERVICE DELI,4022
38,6327,6,5100012773,1,DSD GROCERY,4649
36,8395,6,88771901759,1,BATH AND SHOWER,9920
3,69690,2,60538896309,1,FINANCIAL SERVICES,276
36,86331,4,31254742261,1,PERSONAL CARE,801
37,185569,7,7763304737,1,COMM BREAD,3701
37,142452,6,3700084932,1,HOUSEHOLD CHEMICALS/SUPP,505
37,60239,7,4048,1,PRODUCE,901
36,130351,4,83997700536,1,BEAUTY,4610
37,52213,6,1600015910,1,DSD GROCERY,4681
38,136207,5,2840004179,1,IMPULSE MERCHANDISE,807
38,180595,6,72499646337,1,MENSWEAR,6545
37,148202,7,22846000000,3,MEAT - FRESH & FROZEN,9386
37,66365,1,4011,1,PRODUCE,5501
3,6676,6,60538819035,1,FINANCIAL SERVICES,1000
37,106218,7,7049000336,1,GROCERY DRY GOODS,2902
36,137950,6,60308421963,1,PERSONAL CARE,5510
38,57996,7,3800059663,1,GROCERY DRY GOODS,3555
37,182250,6,3600043303,1,INFANT CONSUMABLE HARDLINES,227
38,5548,5,1280051776,1,IMPULSE MERCHANDISE,903
37,89614,5,4499,-1,PRODUCE,2007
36,176491,5,7094230446,1,PERSONAL CARE,606
38,48311,5,7164103845,1,OFFICE SUPPLIES,3619
38,1187,5,7102212503,1,DSD GROCERY,4675
5,87623,5,87121700631,1,PERSONAL CARE,5230
36,186183,7,1966300992,1,PERSONAL CARE,6129
36,164059,3,8680011010,1,BEAUTY,6124
37,180806,6,6233880420,1,HOUSEHOLD CHEMICALS/SUPP,8945
36,67882,1,7459054085,1,PERSONAL CARE,4510
36,161988,3,2100065886,1,GROCERY DRY GOODS,3800
37,88859,5,4069,1,PRODUCE,8501
38,109216,1,7874214098,1,GROCERY DRY GOODS,3559
37,171145,4,7874208290,2,GROCERY DRY GOODS,2816
36,11014,6,68113105209,2,PERSONAL CARE,3167
5,86361,4,68113173156,1,PHARMACY OTC,4602
37,174834,5,22606000000,1,MEAT - FRESH & FROZEN,6046
37,161817,3,2700037998,1,GROCERY DRY GOODS,2833
37,9193,6,81829001273,2,DAIRY,1450
37,71750,2,75623380718,1,LAWN AND GARDEN,814
38,2270,5,2670012915,1,DAIRY,1354
5,49686,6,3500076379,1,PERSONAL CARE,203
37,168394,4,2880016305,1,GROCERY DRY GOODS,2839
37,76669,3,75166647006,2,PRODUCE,7841
38,162723,3,2100065492,1,GROCERY DRY GOODS,3800
36,124221,3,64767150235,1,PRODUCE,7148
38,93424,6,7874202093,1,FROZEN FOODS,2112
37,26366,2,2800081320,1,GROCERY DRY GOODS,3403
38,10998,6,7874235187,1,DAIRY,1508
38,145874,7,68113157393,1,HOUSEHOLD PAPER GOODS,7010
36,163546,3,3400000246,1,IMPULSE MERCHANDISE,100
37,68007,1,22590400000,1,MEAT - FRESH & FROZEN,6405
38,10992,6,7874208993,1,FROZEN FOODS,1853
36,156613,2,1910019571,1,BEAUTY,4008
36,139275,6,3500014424,1,PERSONAL CARE,3171
3,180496,6,60538812237,1,FINANCIAL SERVICES,277
37,187243,7,7112196309,1,HOUSEHOLD CHEMICALS/SUPP,3011
37,80421,3,4011,1,PRODUCE,5501
37,51962,6,22592100000,1,MEAT - FRESH & FROZEN,1102
38,27690,2,7874235322,1,GROCERY DRY GOODS,4601
3,86910,5,4011,2,PRODUCE,5501
38,164760,3,7457008201,1,FROZEN FOODS,9110
37,5592,5,7048501000,2,COOK AND DINE,2775
38,120406,3,88491211181,1,GROCERY DRY GOODS,3600
38,39633,4,7800012446,1,DSD GROCERY,2457
36,26277,2,7989616476,1,PERSONAL CARE,6124
36,129666,4,68113110457,1,PERSONAL CARE,3064
37,140368,6,2840023981,1,DSD GROCERY,4402
5,138178,6,68113105630,1,AUTOMOTIVE,6210
38,8277,6,8123819852,1,HOUSEHOLD CHEMICALS/SUPP,3610
5,170846,4,63267484172,1,PHARMACY OTC,531
5,38318,4,2200000488,1,IMPULSE MERCHANDISE,135
38,154007,1,3090000359,1,DAIRY,7953
37,184300,6,71988615244,1,IMPULSE MERCHANDISE,100
38,154007,1,2100001253,1,GROCERY DRY GOODS,3954
38,130006,4,7047042398,1,DAIRY,1358
38,19691,7,72201100004,1,BOOKS AND MAGAZINES,777
37,105863,7,68113109124,2,PRODUCE,7711
37,50185,6,4073,1,PRODUCE,4171
38,129398,4,7373100830,1,COMM BREAD,3706
38,34567,3,69922162117,1,COMM BREAD,3729
37,160981,2,4133102786,1,GROCERY DRY GOODS,2992
37,93003,5,68113107913,1,INFANT CONSUMABLE HARDLINES,1001
5,168524,4,30521069100,1,BEAUTY,4010
3,167794,4,60538887953,1,FINANCIAL SERVICES,285
38,12721,6,4178900115,1,GROCERY DRY GOODS,3120
38,169736,4,7680828098,1,GROCERY DRY GOODS,3940
5,150410,1,68113107151,1,PHARMACY OTC,2224
37,151623,1,4062,1,PRODUCE,8104
37,102713,7,4378,1,PRODUCE,2500
36,96344,6,68113106998,1,PERSONAL CARE,1403
5,103288,7,68113173156,1,PHARMACY OTC,4602
38,19449,7,7524323497,1,FROZEN FOODS,1854
36,15460,7,7124925271,1,BEAUTY,2255
38,49308,6,7874211211,1,DAIRY,9114
5,169636,4,2840023988,1,DSD GROCERY,4402
5,175677,5,31284355519,1,PHARMACY OTC,2025
36,168142,4,1910019730,1,BEAUTY,4010
37,108947,1,7874222803,1,GROCERY DRY GOODS,4451
38,62121,7,7225003706,1,COMM BREAD,3702
38,83114,4,22591400000,1,MEAT - FRESH & FROZEN,4150
38,9572,6,2733100035,1,COMM BREAD,3706
36,123401,3,68113169940,1,PHARMACY OTC,2012
36,113486,2,7442602001,1,COMM BREAD,3729
38,137959,6,7524310115,2,DAIRY,1407
36,182078,6,68113104840,1,BEAUTY,3514
3,100739,7,60538862129,1,FINANCIAL SERVICES,0
3,48107,5,68113163352,1,FINANCIAL SERVICES,278
37,84392,4,1450001407,1,FROZEN FOODS,1750
36,14707,7,89766600126,1,PERSONAL CARE,8101
37,158390,2,87799101306,1,HOME DECOR,2
37,158778,2,3338340010,1,PRODUCE,6201
36,17267,7,7128786114,1,PERSONAL CARE,3063
38,160372,2,7874235186,1,DAIRY,1508
38,68304,1,81547301188,1,DAIRY,7978
36,5924,5,74412070369,1,OFFICE SUPPLIES,4426
37,55928,6,4011,1,PRODUCE,5501
5,130429,4,38137104646,1,PHARMACY OTC,3515
5,7022,6,68113102397,3,PHARMACY OTC,713
36,34280,3,60538812090,1,PHARMACY OTC,3533
38,50107,6,60538871456,1,DAIRY,9130
37,185164,7,3663202730,1,DAIRY,1450
36,58226,7,5210002738,1,GROCERY DRY GOODS,4252
37,149340,7,7433190318,1,SEAFOOD,1043
3,74868,2,9785505670,-1,ELECTRONICS,1206
37,102713,7,4626,1,PRODUCE,4454
3,105053,7,68113163352,1,FINANCIAL SERVICES,278
37,144165,7,4048,1,PRODUCE,901
37,99019,6,1750020737,1,HOUSEHOLD CHEMICALS/SUPP,1210
37,128539,4,71106953101,1,PRODUCE,4613
38,65390,1,20154500000,1,SERVICE DELI,8001
5,116203,2,63748007051,1,PHARMACY OTC,309
37,29092,2,5200032673,1,DSD GROCERY,4606
38,68945,1,69922162117,1,COMM BREAD,3729
5,83206,4,74982654514,2,PHARMACY OTC,510
37,83306,4,4300002827,1,DSD GROCERY,4624
37,45502,5,4800113997,1,GROCERY DRY GOODS,2452
37,188082,7,7874235189,1,DAIRY,1508
36,171793,4,88530632004,1,SLEEPWEAR/FOUNDATIONS,6995
37,9033,6,7597140473,1,SERVICE DELI,3015
37,6660,6,4900002890,1,DSD GROCERY,9515
36,16807,7,4740009774,1,PERSONAL CARE,55
37,25739,1,7874208295,1,DSD GROCERY,4501
37,83909,4,1466850600,1,PRODUCE,5757
37,110115,1,2733103419,1,DAIRY,7962
37,144768,7,1958200028,1,GROCERY DRY GOODS,2351
37,187628,7,2253265033,1,HORTICULTURE AND ACCESS,1320
5,164983,3,2318597451,1,PHARMACY OTC,3523
38,101628,7,68113107862,1,BAKERY,5017
38,191337,7,2100000727,1,DAIRY,7956
3,164402,3,68113163351,2,FINANCIAL SERVICES,275
37,15424,7,80521990290,1,IMPULSE MERCHANDISE,302
36,60332,7,8680087022,2,BEAUTY,6124
38,186976,7,7104113636,1,DSD GROCERY,4754
3,123024,3,60538862097,1,FINANCIAL SERVICES,0
5,137542,6,1016444086,1,OPTICAL - FRAMES,5009
37,87672,5,4046,1,PRODUCE,5620
38,150916,1,7047043826,1,DAIRY,1345
36,74082,2,7962507298,1,BEAUTY,5020
38,17598,7,4470002458,1,PRE PACKED DELI,7651
5,15292,7,81039002517,1,PHARMACY OTC,534
36,70935,2,74236500329,2,DAIRY,1510
37,39310,4,4016,2,PRODUCE,1201
38,56834,7,69223708561,1,BEAUTY,1440
37,42824,4,7110021145,1,GROCERY DRY GOODS,2453
38,157091,2,4011,2,PRODUCE,5501
38,90935,5,85103500323,1,FROZEN FOODS,1851
36,18543,7,72957128444,1,PRODUCE,65
36,85666,4,68113106822,1,PHARMACY OTC,279
38,156797,2,3338320027,1,PRODUCE,3601
5,133786,5,7874208270,1,FROZEN FOODS,2003
3,5992,5,83032400641,1,IMPULSE MERCHANDISE,1001
3,135256,5,68113163353,1,FINANCIAL SERVICES,277
36,71617,2,30521023159,2,BEAUTY,1320
37,6131,5,5150028066,1,GROCERY DRY GOODS,4102
38,136348,5,7874235325,1,DAIRY,7958
38,125925,4,3800076862,1,GROCERY DRY GOODS,3559
36,67291,1,3.61E+11,1,BEAUTY,2050
5,137547,6,81655901290,1,PERSONAL CARE,5011
37,118757,2,68113132946,1,PRODUCE,6810
37,134237,5,4129440112,1,HOUSEHOLD CHEMICALS/SUPP,55
38,118717,2,4850030569,1,DAIRY,1404
37,86621,4,3608,1,PRODUCE,1227
36,166552,3,8087817540,1,PERSONAL CARE,5040
36,190461,7,3500053096,1,HOUSEHOLD CHEMICALS/SUPP,55
38,99222,6,4450097649,1,PRE PACKED DELI,7554
37,17440,7,5410000160,1,GROCERY DRY GOODS,2570
37,7753,6,84747300379,1,PRODUCE,1288
36,160251,2,7160306850,1,BEAUTY,3508
37,134567,5,3338340240,1,PRODUCE,6420
37,166666,3,4131,1,PRODUCE,1213
37,169717,4,4087,1,PRODUCE,7803
36,126474,4,2200001187,1,"CANDY, TOBACCO, COOKIES",707
38,162767,3,7640602310,3,DSD GROCERY,4652
5,8634,6,78035378403,1,PRODUCE,3601
36,105352,7,30041668957,1,PERSONAL CARE,402
37,94895,6,68113138748,1,PRODUCE,6801
36,155358,1,7940026280,1,PERSONAL CARE,5491
37,134722,5,3338366001,1,PRODUCE,7703
5,177509,5,1101731406,1,PHARMACY OTC,3711
5,2172,5,2260095338,1,PHARMACY OTC,4503
3,125975,4,68113163351,1,FINANCIAL SERVICES,275
36,123401,3,7278510989,1,PHARMACY OTC,3535
3,89460,5,60538896309,1,FINANCIAL SERVICES,276
36,136585,5,68113103499,1,BEAUTY,4541
3,105881,7,83032400641,1,IMPULSE MERCHANDISE,1001
38,10541,6,7874237425,1,DAIRY,7955
38,44608,5,5190001601,1,PRE PACKED DELI,1350
36,141921,6,7874207582,1,PERSONAL CARE,601
37,144165,7,1300000605,1,GROCERY DRY GOODS,2301
37,158238,2,1740010535,2,GROCERY DRY GOODS,3810
36,167119,4,7301000917,1,PHARMACY OTC,264
36,105909,7,4110000239,1,BEAUTY,6080
37,23900,1,1740010800,1,GROCERY DRY GOODS,3809
37,186573,7,7874298015,1,BAKERY,5006
36,117072,2,5150002329,1,GROCERY DRY GOODS,2602
38,112220,1,60538871457,1,DAIRY,9100
37,67225,1,1800028794,1,DAIRY,1304
36,154349,1,3165507600,1,BEAUTY,9172
3,89071,5,60538862097,1,FINANCIAL SERVICES,0
38,95035,6,7680000696,2,DAIRY,8004
38,80950,3,87799102905,1,HOME DECOR,2
37,126790,4,20154200000,1,SERVICE DELI,8001
37,138772,6,67835275907,1,IMPULSE MERCHANDISE,336
37,161346,3,64312604011,1,PRODUCE,5501
37,139580,6,72690600794,1,PETS AND SUPPLIES,7250
38,65787,1,7874202398,1,BAKERY,9002
38,84452,4,2430083561,2,COMM BREAD,2286
3,34586,3,60538862097,1,FINANCIAL SERVICES,0
37,102172,7,7146410017,1,PRODUCE,7652
37,168394,4,22590500000,1,MEAT - FRESH & FROZEN,4136
37,129057,4,7874200458,1,BAKERY,6709
37,51481,6,4045,1,PRODUCE,3004
37,50556,6,4093,1,PRODUCE,4008
38,28458,2,3800039103,1,GROCERY DRY GOODS,3600
37,122505,3,3338340243,1,PRODUCE,6425
38,112217,1,7169123099,2,HOME MANAGEMENT,8954
38,44169,5,2430004453,1,COMM BREAD,3723
38,74374,2,4369508302,1,FROZEN FOODS,1952
37,144702,7,2900007650,1,DSD GROCERY,3560
37,147859,7,4046,1,PRODUCE,5620
37,111808,1,68113109112,1,PRODUCE,4133
37,175294,5,4023,1,PRODUCE,2007
37,162905,3,4157000383,1,DSD GROCERY,9452
38,183325,6,7047000319,1,DAIRY,1351
38,91049,5,6414403064,1,GROCERY DRY GOODS,4406
37,53916,6,3338311000,1,PRODUCE,109
36,184426,6,7940025599,1,PERSONAL CARE,5008
5,142826,6,1111112425,1,PERSONAL CARE,3163
36,30377,2,84868303345,1,MENSWEAR,4473
37,159178,2,4900004573,1,DSD GROCERY,4611
38,171339,4,4400000474,1,DSD GROCERY,2651
36,113704,2,75168910091,1,PERSONAL CARE,8101
36,182433,6,71683785525,1,PHARMACY OTC,2150
36,33021,3,3700021854,1,PERSONAL CARE,3119
36,84595,4,4141942005,1,IMPULSE MERCHANDISE,808
38,14473,7,4900000045,1,DSD GROCERY,9546
38,48490,5,7472961110,1,COOK AND DINE,3000
37,121602,3,3338320027,1,PRODUCE,3601
37,14065,7,7874202813,1,HOUSEHOLD CHEMICALS/SUPP,4010
37,18781,7,68113105612,1,ELECTRONICS,6022
38,179988,6,7756725420,1,FROZEN FOODS,1853
36,131943,5,7602630672,1,COOK AND DINE,2067
5,127598,4,2840000153,1,IMPULSE MERCHANDISE,804
36,116892,2,7874209197,1,GROCERY DRY GOODS,2302
36,15501,7,7874235201,1,DAIRY,1515
37,106169,7,4051,1,PRODUCE,5701
5,67218,1,7596790977,1,FABRICS AND CRAFTS,5959
36,42611,4,4409,1,PRODUCE,1906
37,11931,6,68113132898,1,PRODUCE,7025
38,162032,3,4051,1,PRODUCE,5701
38,25277,1,4850020108,1,DAIRY,1404
5,78736,3,88530631904,1,MENSWEAR,1103
38,12042,6,3663202748,1,DAIRY,1443
38,73707,2,1312000286,1,FROZEN FOODS,1801
38,150916,1,3890000513,1,GROCERY DRY GOODS,2757
38,84601,4,7874235187,1,DAIRY,1508
36,51821,6,3600003014,1,PHARMACY OTC,257
36,92807,5,2200000488,1,IMPULSE MERCHANDISE,135
5,38632,4,6414410235,2,DSD GROCERY,2008
36,167400,4,6905585966,1,PERSONAL CARE,7017
38,151200,1,7874204026,-1,HOUSEHOLD PAPER GOODS,1008
37,99223,6,3151,1,PRODUCE,7801
3,96668,6,68113189617,1,FINANCIAL SERVICES,0
38,83905,4,1200542758,1,HOUSEHOLD CHEMICALS/SUPP,585
37,144619,7,4046,1,PRODUCE,5620
37,18235,7,60538871457,1,DAIRY,9100
37,29924,2,7874212203,1,DAIRY,1513
36,142052,6,7290200606,1,PERSONAL CARE,5111
36,4486,5,3700011078,1,PHARMACY OTC,254
37,106638,7,7535394129,1,BATH AND SHOWER,9912
36,178437,6,3700006224,1,PERSONAL CARE,203
36,177090,5,7214063608,1,BEAUTY,4020
36,132893,5,4856407003,2,COMM BREAD,3734
5,59711,7,4740004472,1,PERSONAL CARE,1403
5,55458,6,30573192751,2,IMPULSE MERCHANDISE,338
37,17127,7,7294571589,1,COMM BREAD,3721
36,19342,7,980000760,1,IMPULSE MERCHANDISE,145
37,14192,7,6343589114,1,HOUSEHOLD PAPER GOODS,2021
38,25390,1,5150005711,1,GROCERY DRY GOODS,2601
5,90690,5,1016444094,1,OPTICAL - FRAMES,5012
38,159721,2,7282017090,2,DAIRY,7978
37,114901,2,31254662869,1,PHARMACY OTC,1110
37,104798,7,4036,1,PRODUCE,2500
36,67291,1,7153413958,1,INFANT APPAREL,14
36,118650,2,7874235200,1,DAIRY,1515
5,30087,2,68113107862,1,BAKERY,5017
3,158629,2,60538887953,1,FINANCIAL SERVICES,285
36,5957,5,7410893559,1,PERSONAL CARE,5107
38,107080,1,7874228315,1,DAIRY,7956
38,8086,6,81829001391,1,DAIRY,1450
37,152688,1,2460001003,1,GROCERY DRY GOODS,4253
37,64950,1,7874236950,1,GROCERY DRY GOODS,2404
38,67031,1,1980003674,1,HOUSEHOLD CHEMICALS/SUPP,1555
5,67615,1,4000000435,1,IMPULSE MERCHANDISE,100
37,50888,6,4082,1,PRODUCE,4020
3,44642,5,83032400696,1,IMPULSE MERCHANDISE,1749
37,106189,7,3500076553,1,PERSONAL CARE,203
5,83809,4,4110008016,1,PHARMACY OTC,1354
38,122948,3,1600027511,1,GROCERY DRY GOODS,3600
5,39697,4,3700047451,1,PERSONAL CARE,205
36,158515,2,4834100377,1,BEAUTY,5335
37,13970,7,1760002147,1,GROCERY DRY GOODS,2219
3,57315,7,60538812236,1,FINANCIAL SERVICES,278
36,41169,4,38137108979,1,BEAUTY,4510
37,141736,6,20237000000,1,MEAT - FRESH & FROZEN,6012
5,111226,1,1101740738,1,PHARMACY OTC,3711
36,10328,6,63256500003,2,DSD GROCERY,9216
38,178387,6,7778200276,1,PRE PACKED DELI,7303
36,139019,6,6.95E+11,1,PERSONAL CARE,5118
38,41518,4,7756728190,1,FROZEN FOODS,1853
37,111892,1,7756734980,1,FROZEN FOODS,1853
38,163739,3,7874222803,1,GROCERY DRY GOODS,4451
37,35005,3,3450015193,1,DAIRY,1201
37,160199,2,3338308597,1,PRODUCE,1239
37,136069,5,7874202551,1,FROZEN FOODS,2003
36,158018,2,7320900007,1,GROCERY DRY GOODS,2503
36,162904,3,7940055100,1,PERSONAL CARE,53
5,29914,2,89376500117,2,PHARMACY OTC,5540
38,179236,6,7940026700,1,PERSONAL CARE,5491
36,47638,5,7889514269,1,GROCERY DRY GOODS,2252
5,188119,7,5138638002,1,HOUSEHOLD CHEMICALS/SUPP,9720
37,179971,6,4045,1,PRODUCE,3004
38,154222,1,4087,1,PRODUCE,7803
37,101814,7,7940049582,1,PERSONAL CARE,5008
5,112595,1,4011,1,PRODUCE,5501
38,61312,7,3663201938,1,DAIRY,1442
5,114348,2,73390565177,1,OPTICAL - FRAMES,2741
36,85258,4,3408663825,1,BEDDING,6015
3,108390,1,60538862097,1,FINANCIAL SERVICES,0
5,79406,3,4116700843,1,PHARMACY OTC,2043
36,176030,5,4900005010,1,DSD GROCERY,9570
37,29291,2,3082,1,PRODUCE,8400
38,99821,7,4138309010,1,DAIRY,1505
38,25633,1,5000096072,1,PETS AND SUPPLIES,1020
5,67573,1,68113183716,1,PHARMACY OTC,2303
36,33121,3,1111145871,1,PERSONAL CARE,4936
37,159470,2,4133109130,2,FROZEN FOODS,1906
37,17763,7,7874212310,1,MEAT - FRESH & FROZEN,6087
37,136069,5,5000033952,1,DAIRY,1524
38,101058,7,18778700080,1,DAIRY,7978
37,173738,5,2685101937,1,PETS AND SUPPLIES,8655
38,51917,6,2500005426,1,DAIRY,1407
5,157732,2,82850901134,1,OPTICAL - FRAMES,3310
38,62121,7,4180040128,1,DAIRY,1407
38,130605,4,1800000260,1,DAIRY,1303
37,190074,7,4036,1,PRODUCE,2500
38,159941,2,2400003412,1,GROCERY DRY GOODS,2764
38,62121,7,4812129208,1,COMM BREAD,3719
37,37869,4,68896200806,1,PRODUCE,7911
3,39966,4,83032400641,1,IMPULSE MERCHANDISE,1001
3,31973,3,60538862129,1,FINANCIAL SERVICES,0
37,186899,7,8186422216,1,PRODUCE,172
5,83659,4,68113132894,1,PRODUCE,7002
36,141275,6,3827600577,1,PERSONAL CARE,6112
5,915,5,30169183702,1,PHARMACY RX,4822
36,167677,4,3700017902,1,PHARMACY OTC,250
38,80373,3,7047028447,4,DAIRY,1351
36,28263,2,81592101198,1,BEAUTY,6124
36,34144,3,4046,1,PRODUCE,5620
37,149714,7,4312,1,PRODUCE,5703
3,158990,2,60538812236,1,FINANCIAL SERVICES,278
36,177352,5,88399108897,1,BEAUTY,9018
38,145810,7,2500004766,1,DAIRY,1407
38,56339,7,3760035160,2,PRE PACKED DELI,7202
5,52239,6,8280315509,1,HOME DECOR,808
38,190063,7,7229002240,1,FROZEN FOODS,1201
37,11838,6,9741907031,1,PRODUCE,4122
5,80163,3,36761830010,1,PHARMACY OTC,2218
38,143098,6,3338320027,1,PRODUCE,3601
38,69884,2,4280002693,1,FROZEN FOODS,1953
5,182122,6,38137004582,1,PHARMACY OTC,3516
37,162319,3,4400002795,1,DSD GROCERY,4156
37,66539,1,3338351010,1,PRODUCE,4130
3,49918,6,68113163352,1,FINANCIAL SERVICES,278
38,177764,5,5020070001,1,DSD GROCERY,4624
5,45506,5,9628712737,1,HOME DECOR,202
37,140100,6,4312,1,PRODUCE,5703
38,107387,1,7047018082,1,DAIRY,1351
37,98234,6,3338320027,1,PRODUCE,3601
38,9166,6,88491200341,1,GROCERY DRY GOODS,3601
38,37754,4,3890000947,1,DSD GROCERY,4653
37,113290,2,4065,1,PRODUCE,8101
38,80271,3,2059300015,1,FROZEN FOODS,2010
38,166503,3,7874209648,1,DAIRY,7955
36,98895,6,31015808560,1,PERSONAL CARE,205
36,143220,6,38137003665,1,PERSONAL CARE,3020
37,140368,6,7874235186,1,DAIRY,1508
38,78437,3,8.90E+11,1,MENSWEAR,4626
5,176735,5,3783608485,1,PERSONAL CARE,8101
38,69884,2,3338365020,1,PRODUCE,7501
38,124256,3,7874221730,1,DAIRY,7957
38,99001,6,7874235201,1,DAIRY,1515
36,126886,4,2840008936,1,DSD GROCERY,9267
37,151594,1,2700069086,1,GROCERY DRY GOODS,4408
37,107426,1,4133103779,1,GROCERY DRY GOODS,4292
5,146339,7,4339640960,1,MEDIA AND GAMING,9640
37,176095,5,7114600246,2,PRODUCE,256
38,38040,4,2430083786,1,COMM BREAD,2286
37,127445,4,2800077212,1,DAIRY,1506
37,136069,5,4889,1,PRODUCE,7907
38,1974,5,4300002925,1,GROCERY DRY GOODS,3303
5,133070,5,68113176906,1,PHARMACY OTC,3732
5,130378,4,7790050318,1,FROZEN FOODS,1201
36,72720,2,68113102786,2,PRODUCE,7008
5,14692,7,87121700631,1,PERSONAL CARE,5230
5,107301,1,68113107841,1,PHARMACY OTC,2012
38,166244,3,78616215000,2,DSD GROCERY,3006
38,120406,3,7874235186,1,DAIRY,1508
37,174634,5,68113106996,1,PERSONAL CARE,1403
5,91212,5,8201191257,1,DSD GROCERY,3601
5,79045,3,30521014747,1,PERSONAL CARE,9107
37,22405,1,7874208678,2,DAIRY,1505
36,42242,4,4135,1,PRODUCE,1214
37,190767,7,74236526445,1,DAIRY,1510
37,82596,4,4688,1,PRODUCE,8103
37,20691,1,7566910008,1,GROCERY DRY GOODS,3000
37,24587,1,4460031259,1,LAWN AND GARDEN,31
38,83588,4,3800076862,1,GROCERY DRY GOODS,3559
36,136664,5,3500074475,1,PERSONAL CARE,9108
37,9691,6,2190874329,2,GROCERY DRY GOODS,3601
38,24964,1,2120052044,1,HOUSEHOLD CHEMICALS/SUPP,9530
36,27973,2,7560901932,1,BEAUTY,4510
36,149758,7,3600042337,2,PHARMACY OTC,266
3,75507,3,68113169367,-1,FINANCIAL SERVICES,200
37,182081,6,7432309103,3,COMM BREAD,3770
3,129167,4,60538887953,1,FINANCIAL SERVICES,285
5,3103,5,68113152803,1,OPTICAL - LENSES,3800
37,130254,4,4178900125,1,GROCERY DRY GOODS,3120
36,141952,6,71441502800,1,IMPULSE MERCHANDISE,8202
37,182268,6,20223800000,1,MEAT - FRESH & FROZEN,6578
5,66330,1,30081073087,1,PHARMACY OTC,3514
38,28781,2,1600045891,1,GROCERY DRY GOODS,3554
38,19178,7,3800059921,1,GROCERY DRY GOODS,3555
38,61312,7,3663201939,1,DAIRY,1442
37,153688,1,3082,1,PRODUCE,8400
3,105524,7,60538862128,1,FINANCIAL SERVICES,0
5,82112,4,60538899585,2,OPTICAL - FRAMES,3500
3,115289,2,60538896309,2,FINANCIAL SERVICES,276
